Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Credit_Score,Age,Existing_Loans,Property_Area,Debt_to_Income,Loan_Status
Male,Yes,0,Graduate,No,26871,34865,19.1,360.0,1.0,812,57,1,Semiurban,0.0859,Y
Female,Yes,0,Not Graduate,No,38149,26668,8.8,180.0,1.0,781,48,0,Urban,0.0754,Y
Male,No,0,Graduate,No,28773,0,14.4,240.0,1.0,801,41,0,Urban,0.2085,Y
Male,Yes,0,Graduate,No,105159,0,14.8,360.0,1.0,695,39,3,Semiurban,0.0391,Y
Female,No,3+,Graduate,No,40131,0,11.1,300.0,1.0,830,25,0,Semiurban,0.0922,Y
Female,No,0,Graduate,No,69208,0,38.9,300.0,1.0,561,31,2,Urban,0.1874,Y
Male,Yes,0,Graduate,Yes,57344,0,37.0,300.0,1.0,750,43,0,Semiurban,0.2151,Y
Male,Yes,3+,Graduate,No,50615,54032,44.2,300.0,1.0,722,34,0,Semiurban,0.1408,Y
Male,Yes,0,Graduate,No,45259,0,17.9,360.0,0.0,665,43,1,Urban,0.1099,N
Female,No,2,Graduate,No,82336,0,15.5,300.0,0.0,583,49,0,Semiurban,0.0628,Y
Female,Yes,0,Graduate,No,29362,0,32.5,360.0,1.0,621,36,0,Semiurban,0.3075,Y
Female,Yes,0,Graduate,Yes,105153,21812,21.7,240.0,1.0,612,33,1,Urban,0.0712,Y
Male,Yes,3+,Graduate,Yes,23304,0,21.6,360.0,,709,28,0,Rural,0.2575,Y
Female,No,0,Not Graduate,No,65562,0,4.4,360.0,0.0,567,47,0,Semiurban,0.0186,N
Male,,1,Graduate,Yes,21970,11073,31.6,360.0,1.0,787,46,0,Rural,0.2656,Y
Male,Yes,0,Not Graduate,No,37879,29936,29.2,300.0,1.0,796,62,2,Urban,0.1435,Y
Male,Yes,0,Graduate,No,46474,0,20.0,120.0,1.0,714,40,1,Rural,0.3586,Y
Female,Yes,0,Not Graduate,No,34775,20918,32.8,180.0,1.0,712,37,1,Urban,0.3272,Y
Male,No,0,Graduate,No,40504,0,28.8,180.0,0.0,686,43,0,Semiurban,0.395,N
Female,Yes,,Graduate,No,22170,0,13.2,120.0,0.0,568,35,0,Urban,0.4961,N
Male,No,2,Graduate,No,27073,0,17.6,360.0,1.0,692,28,0,Rural,0.1806,Y
Male,No,0,Not Graduate,No,56905,0,11.0,360.0,1.0,591,39,1,Semiurban,0.0537,Y
Male,Yes,0,Graduate,No,45019,15283,48.3,120.0,0.0,669,43,1,Urban,0.6675,N
Male,No,0,Graduate,No,31405,0,36.1,180.0,1.0,702,44,0,Urban,0.6386,Y
Female,Yes,,Graduate,No,86003,26899,12.3,360.0,0.0,692,43,1,Urban,0.0303,Y
Male,Yes,3+,Graduate,No,24102,10452,29.1,360.0,1.0,601,50,0,Urban,0.2339,Y
Female,No,1,Graduate,No,37020,0,23.7,300.0,0.0,546,44,0,Semiurban,0.2134,Y
Female,Yes,2,Graduate,Yes,34447,81748,13.3,360.0,1.0,795,41,1,Semiurban,0.0318,Y
Female,Yes,0,Graduate,No,60326,47016,21.6,360.0,1.0,739,24,1,Rural,0.0559,Y
Male,Yes,0,Graduate,Yes,45437,39699,33.6,360.0,1.0,604,41,0,Rural,0.1096,Y
Male,No,1,Not Graduate,Yes,42021,0,35.3,360.0,1.0,793,36,3,Semiurban,0.2333,Y
Male,Yes,1,Graduate,Yes,17639,63318,81.4,240.0,1.0,593,26,0,Urban,0.4189,Y
Female,Yes,0,Graduate,No,68358,10174,21.3,300.0,1.0,785,44,2,Urban,0.0904,Y
Female,Yes,0,Not Graduate,No,39779,37312,17.4,240.0,1.0,622,44,1,Semiurban,0.094,Y
Male,No,3+,Graduate,No,46997,0,28.1,360.0,1.0,819,43,0,Semiurban,0.1661,Y
Female,No,2,Graduate,,30507,0,18.0,120.0,1.0,720,44,0,Semiurban,0.4917,Y
Male,Yes,0,Not Graduate,No,28200,36609,14.1,300.0,1.0,741,39,2,Rural,0.0725,Y
Female,No,1,Graduate,No,93868,0,11.5,300.0,1.0,703,35,0,Rural,0.0408,Y
Male,Yes,0,Graduate,No,18277,16248,2.6,240.0,0.0,598,57,1,Urban,0.0314,Y
Female,Yes,0,Not Graduate,No,26184,15574,31.2,180.0,1.0,717,40,0,Urban,0.4151,Y
Male,No,0,Not Graduate,No,92990,0,7.5,360.0,1.0,774,21,2,Rural,0.0224,Y
Female,No,0,Graduate,Yes,61106,0,11.8,300.0,1.0,704,21,0,Rural,0.0644,Y
Female,No,0,Graduate,No,37694,0,23.9,360.0,1.0,842,51,1,Urban,0.1761,Y
Female,No,2,Graduate,No,82727,0,16.6,360.0,1.0,644,21,0,Semiurban,0.0557,Y
Male,Yes,0,Graduate,Yes,55461,18010,72.9,240.0,1.0,787,32,1,Semiurban,0.4134,Y
Male,No,1,Graduate,No,49828,0,8.1,300.0,1.0,761,25,0,Semiurban,0.0542,Y
Male,Yes,0,Graduate,No,49651,6209,77.0,360.0,1.0,821,35,0,Urban,0.3829,Y
Male,Yes,0,Not Graduate,,55973,36755,46.0,300.0,1.0,721,42,0,Rural,0.1654,Y
Male,Yes,2,Not Graduate,No,57116,44002,34.7,360.0,1.0,740,31,3,Semiurban,0.0953,Y
Female,Yes,1,Graduate,Yes,132984,54858,47.6,360.0,0.0,619,29,0,Urban,0.0704,Y
Male,Yes,3+,Graduate,No,40237,7558,25.6,360.0,1.0,601,46,3,Semiurban,0.1488,Y
Male,Yes,3+,Graduate,Yes,40863,0,7.2,360.0,1.0,745,67,0,Semiurban,0.0489,Y
Male,Yes,0,Graduate,No,23898,32977,27.4,180.0,1.0,850,44,0,Rural,0.2676,Y
Male,Yes,0,Graduate,No,43220,24438,8.3,360.0,0.0,735,28,0,Urban,0.0341,Y
Female,Yes,2,Not Graduate,Yes,112583,0,14.6,180.0,1.0,640,48,1,Rural,0.072,Y
Male,Yes,3+,Graduate,No,72565,17117,19.2,240.0,1.0,548,57,1,Urban,0.0892,Y
Female,Yes,1,Not Graduate,Yes,33798,65222,11.6,240.0,0.0,595,50,1,Semiurban,0.0488,N
Male,No,2,Graduate,No,45027,0,35.4,360.0,1.0,807,21,0,Semiurban,0.2184,Y
Female,No,2,Graduate,Yes,23197,0,17.7,360.0,1.0,707,44,0,Semiurban,0.2119,Y
Female,No,0,Graduate,No,27322,0,25.7,180.0,0.0,760,33,0,Semiurban,0.5226,N
Male,Yes,1,Graduate,No,47797,0,20.0,,1.0,640,39,1,Rural,0.1162,Y
Female,No,2,Not Graduate,No,34640,0,21.7,180.0,1.0,730,34,0,Semiurban,0.348,Y
Male,Yes,1,Graduate,No,26310,0,11.8,240.0,1.0,700,46,1,Semiurban,0.1869,Y
Female,Yes,0,Graduate,No,56665,0,9.9,360.0,0.0,656,34,0,Urban,0.0485,Y
Male,Yes,0,Graduate,No,42569,14344,18.3,120.0,1.0,782,54,1,Urban,0.2679,Y
Female,No,0,Graduate,No,20256,0,11.2,240.0,0.0,697,38,0,Urban,0.2304,N
Female,Yes,0,Not Graduate,No,15716,145274,46.3,240.0,1.0,699,36,3,Rural,0.1198,Y
Female,Yes,3+,Not Graduate,No,33356,0,8.8,240.0,1.0,823,44,1,Rural,0.1099,Y
Female,Yes,0,Graduate,No,20048,14516,81.6,300.0,1.0,741,42,0,Rural,0.7869,Y
Male,No,0,Graduate,No,17423,0,24.1,180.0,1.0,832,45,1,Urban,0.7684,N
Male,Yes,,Graduate,Yes,78002,0,20.9,300.0,1.0,845,37,2,Semiurban,0.0893,Y
Male,Yes,1,Graduate,No,42241,0,14.5,300.0,0.0,592,53,2,Urban,0.1144,N
Male,Yes,0,Graduate,No,38843,0,29.8,360.0,1.0,649,49,0,Rural,0.2131,Y
Female,Yes,0,Graduate,Yes,40368,16352,17.8,360.0,1.0,728,38,3,Urban,0.0872,Y
Male,No,0,Not Graduate,No,25112,0,24.1,240.0,0.0,679,47,0,Urban,0.3999,N
Female,Yes,0,Graduate,,54475,23805,33.3,360.0,0.0,455,35,0,Semiurban,0.1182,N
Female,No,0,Graduate,No,41550,0,30.0,300.0,1.0,665,44,0,Urban,0.2407,Y
Female,Yes,0,Not Graduate,Yes,30373,0,42.3,120.0,1.0,771,47,0,Semiurban,1.1605,N
Male,No,3+,Graduate,No,32735,0,27.7,360.0,1.0,477,41,0,Semiurban,0.235,Y
Female,Yes,0,Graduate,No,24011,25274,11.4,360.0,0.0,497,29,1,Semiurban,0.0643,N
Female,Yes,0,Graduate,No,36202,32446,5.8,120.0,1.0,655,25,0,Rural,0.0704,Y
Male,Yes,1,Graduate,No,39347,38320,22.8,240.0,1.0,702,41,1,Urban,0.1223,Y
Female,Yes,0,Graduate,No,35734,62917,23.0,300.0,1.0,681,30,0,Semiurban,0.0777,Y
Female,Yes,1,Graduate,No,45596,12796,63.8,360.0,1.0,683,50,0,Rural,0.3035,Y
Male,No,0,Graduate,No,42648,0,18.7,360.0,0.0,470,21,0,Semiurban,0.1218,N
Male,Yes,1,Graduate,No,49781,0,25.1,300.0,1.0,850,52,1,Urban,0.1681,Y
Male,No,2,Not Graduate,,71079,0,32.0,240.0,0.0,535,39,1,Rural,0.1876,N
Male,No,3+,Graduate,No,59666,0,27.3,300.0,1.0,539,29,1,Urban,0.1525,Y
Male,Yes,0,Not Graduate,No,71489,18023,33.3,360.0,0.0,692,33,2,Urban,0.1033,Y
Male,No,0,Graduate,No,29031,0,12.3,300.0,1.0,640,36,0,Urban,0.1412,Y
Male,No,0,Graduate,No,34396,0,11.2,180.0,0.0,481,43,0,Urban,0.1809,N
Male,Yes,3+,Graduate,No,61500,0,17.0,120.0,0.0,651,25,0,Urban,0.2303,Y
Female,No,3+,Graduate,No,62053,0,5.4,,1.0,663,27,1,Urban,0.029,Y
Male,Yes,0,Graduate,No,31593,15745,19.6,180.0,1.0,725,34,0,Semiurban,0.23,Y
Female,Yes,0,Not Graduate,Yes,60222,0,13.5,360.0,0.0,533,38,1,Urban,0.0623,N
Male,No,0,Graduate,No,27674,0,24.4,240.0,1.0,668,46,2,Urban,0.3674,Y
Male,Yes,0,Graduate,No,56417,37719,17.1,360.0,1.0,621,41,1,Semiurban,0.0505,Y
Male,Yes,0,Graduate,No,43776,0,10.9,360.0,0.0,481,34,2,Urban,0.0692,N
Male,Yes,0,Not Graduate,No,22199,11728,44.1,300.0,1.0,850,41,1,Urban,0.4333,N
Male,No,1,Graduate,No,35702,0,21.1,360.0,0.0,515,40,2,Semiurban,0.1642,N
Female,No,3+,Not Graduate,No,132076,0,33.7,240.0,1.0,578,35,3,Urban,0.1063,Y
Male,Yes,3+,Not Graduate,No,49089,18856,22.4,180.0,1.0,812,39,1,Urban,0.1832,Y
Female,No,0,Graduate,No,140116,0,26.5,360.0,1.0,734,21,2,Semiurban,0.0525,Y
,No,1,Graduate,No,21548,0,8.9,,1.0,712,48,0,Semiurban,0.1147,Y
Male,Yes,2,Not Graduate,No,64561,26001,,120.0,1.0,666,44,1,Semiurban,0.3975,Y
Male,Yes,0,Graduate,No,12492,47397,34.0,300.0,1.0,673,54,0,Rural,0.1892,Y
Female,No,1,Graduate,No,44351,0,19.9,240.0,1.0,683,29,3,Semiurban,0.187,Y
Male,No,0,Not Graduate,Yes,60816,0,23.9,240.0,0.0,692,44,2,Semiurban,0.1637,N
Male,No,0,Not Graduate,No,67437,0,36.7,180.0,1.0,688,21,2,Urban,0.3023,Y
Female,Yes,0,Not Graduate,No,29743,0,16.1,240.0,1.0,813,21,0,Rural,0.2255,Y
Male,Yes,0,Graduate,No,74574,41150,7.8,360.0,1.0,705,35,0,Urban,0.0187,Y
Female,Yes,1,Graduate,No,33967,22474,16.2,360.0,1.0,692,32,0,Semiurban,0.0797,Y
Female,Yes,0,Graduate,No,40862,8687,22.0,300.0,0.0,498,50,2,Semiurban,0.148,N
Male,Yes,0,Graduate,No,35715,9413,19.7,,1.0,850,51,2,Semiurban,0.1213,Y
Male,No,0,Graduate,No,25130,0,44.3,120.0,1.0,711,52,0,Rural,1.469,N
Male,Yes,2,Graduate,No,97232,43289,11.3,180.0,1.0,710,45,1,Rural,0.0447,Y
Male,No,0,Graduate,Yes,45434,0,12.2,360.0,0.0,757,45,0,Urban,0.0746,Y
,Yes,1,Not Graduate,No,76394,0,10.6,360.0,1.0,747,24,1,Urban,0.0385,Y
Female,Yes,1,Not Graduate,No,74784,29230,26.0,180.0,1.0,757,53,0,Rural,0.1389,Y
Male,Yes,0,Not Graduate,No,27338,0,,300.0,1.0,715,52,0,Semiurban,0.0975,Y
Male,,0,Graduate,No,81476,15282,31.4,360.0,1.0,640,23,0,Semiurban,0.0901,Y
Female,Yes,1,Graduate,No,57051,43487,11.5,360.0,0.0,700,43,0,Semiurban,0.0318,N
Female,No,0,Not Graduate,No,26359,0,12.6,240.0,1.0,583,32,3,Semiurban,0.1992,N
Female,No,0,Graduate,Yes,55516,0,58.1,240.0,1.0,622,58,1,Rural,0.4361,Y
Male,Yes,1,Graduate,No,26596,21673,42.1,360.0,1.0,640,27,1,Semiurban,0.2423,Y
Female,Yes,0,Graduate,No,99035,0,21.6,240.0,1.0,733,39,3,Semiurban,0.0909,Y
Male,No,0,Graduate,No,66629,0,9.1,300.0,1.0,709,40,0,Semiurban,0.0455,Y
Male,Yes,0,Graduate,No,42806,18393,67.3,300.0,1.0,542,37,0,Rural,0.3666,Y
Male,Yes,0,Not Graduate,No,83483,17529,17.9,300.0,1.0,850,62,0,Semiurban,0.0591,Y
Female,Yes,1,Not Graduate,No,20111,22398,23.3,240.0,0.0,658,57,0,Semiurban,0.2284,N
Male,No,1,Graduate,No,30495,0,34.7,360.0,0.0,546,21,1,Rural,0.3161,Y
Male,Yes,1,Graduate,No,39097,18817,,240.0,1.0,749,43,2,Semiurban,0.0446,Y
Male,Yes,1,Not Graduate,No,135651,0,13.7,360.0,1.0,750,38,2,Urban,0.0281,Y
Male,No,0,Graduate,Yes,25972,0,19.3,300.0,1.0,680,47,0,Semiurban,0.2477,Y
Female,Yes,0,Graduate,Yes,18889,8686,21.7,240.0,1.0,745,40,0,Semiurban,0.3279,Y
Female,Yes,,Not Graduate,No,21543,9190,9.2,360.0,1.0,747,29,1,Urban,0.0832,Y
Female,Yes,0,Not Graduate,No,69780,0,24.4,360.0,1.0,808,27,0,Semiurban,0.0971,Y
Male,No,3+,Not Graduate,No,32955,0,20.5,360.0,1.0,716,34,0,Semiurban,0.1728,Y
Male,Yes,2,Graduate,No,40964,18230,54.6,180.0,1.0,739,37,1,Semiurban,0.5124,Y
Male,No,0,Graduate,No,64953,0,36.6,300.0,0.0,571,40,1,Rural,0.1878,N
Male,No,0,Not Graduate,No,40985,0,17.1,360.0,1.0,671,32,1,Semiurban,0.1159,Y
Male,Yes,0,Graduate,No,49123,14068,17.9,360.0,1.0,641,57,3,Rural,0.0787,Y
,No,0,Not Graduate,Yes,57966,0,36.9,360.0,1.0,638,44,1,Urban,0.1768,Y
Male,Yes,0,Graduate,No,35763,19725,23.8,360.0,,668,48,0,Urban,0.1191,Y
Male,,0,Not Graduate,Yes,40816,0,8.8,300.0,1.0,689,36,3,Semiurban,0.0719,N
Male,Yes,2,Graduate,No,50060,16683,70.5,360.0,1.0,801,27,1,Semiurban,0.2934,Y
,Yes,1,Graduate,No,68466,28202,11.1,180.0,1.0,676,48,1,Urban,0.0638,Y
Male,Yes,0,Graduate,No,29846,10960,88.9,360.0,0.0,560,27,0,Urban,0.6052,N
Female,Yes,0,Graduate,No,12000,136894,26.0,360.0,1.0,684,21,0,Semiurban,0.0485,Y
Female,Yes,0,Graduate,Yes,62305,0,13.7,360.0,0.0,586,44,0,Urban,0.0611,N
Female,No,2,Graduate,No,70535,0,4.9,360.0,1.0,850,30,3,Semiurban,0.0193,Y
Male,Yes,2,Not Graduate,No,49022,3887,32.0,360.0,1.0,676,34,2,Rural,0.168,N
Male,No,3+,Graduate,Yes,50724,0,7.9,360.0,1.0,761,46,0,Rural,0.0433,Y
Male,Yes,0,Graduate,No,33451,0,24.9,360.0,1.0,741,28,0,Urban,0.2068,Y
Male,Yes,1,Graduate,No,56959,31049,64.1,180.0,1.0,716,21,0,Semiurban,0.4046,Y
Female,Yes,0,Not Graduate,No,67954,20382,10.1,360.0,0.0,504,51,1,Semiurban,0.0318,N
Male,Yes,1,Graduate,No,45627,14458,31.3,240.0,0.0,637,37,0,Rural,0.2171,Y
Male,Yes,0,Graduate,No,154141,11697,12.3,300.0,1.0,537,52,0,Rural,0.0247,Y
Male,No,0,Not Graduate,No,20295,0,39.6,240.0,0.0,498,45,1,Urban,0.813,N
,No,1,Graduate,No,48121,0,20.9,240.0,1.0,661,45,0,Urban,0.181,Y
Female,No,0,Graduate,,24657,0,19.9,360.0,1.0,690,40,0,Urban,0.2242,Y
Male,Yes,0,Graduate,No,68866,55919,41.4,120.0,1.0,718,40,1,Urban,0.2765,Y
Male,No,0,Not Graduate,No,20116,0,29.2,360.0,1.0,835,50,1,Semiurban,0.4032,Y
Male,Yes,0,Graduate,No,22766,0,12.4,240.0,1.0,767,47,2,Semiurban,0.2269,Y
Male,Yes,0,Not Graduate,No,32319,37586,58.7,240.0,1.0,725,32,0,Urban,0.3499,Y
Female,No,0,Not Graduate,No,50661,0,8.0,360.0,1.0,680,43,2,Semiurban,0.0439,Y
Female,Yes,0,Graduate,No,32934,12205,23.7,360.0,1.0,681,31,1,Rural,0.1458,Y
Female,Yes,0,Not Graduate,No,33100,46549,12.3,360.0,1.0,608,35,0,Semiurban,0.0429,Y
Female,Yes,3+,Graduate,Yes,40520,0,8.2,180.0,1.0,520,44,0,Urban,0.1124,Y
Male,Yes,0,Graduate,No,39296,21158,10.2,360.0,1.0,595,31,1,Semiurban,0.0469,Y
Female,No,0,Graduate,No,93314,0,19.5,300.0,1.0,815,40,1,Semiurban,0.0697,Y
Male,Yes,0,Not Graduate,No,62502,43734,24.8,360.0,1.0,646,42,2,Rural,0.0648,Y
Male,No,2,Graduate,No,37711,0,37.9,360.0,1.0,663,34,0,Urban,0.2792,Y
Female,Yes,1,Graduate,Yes,126564,39676,48.7,,1.0,802,46,1,Semiurban,0.0814,Y
Male,Yes,0,Graduate,No,56717,0,23.7,360.0,1.0,472,33,1,Semiurban,0.1161,Y
Female,Yes,1,Graduate,No,27324,0,15.4,360.0,0.0,537,48,2,Semiurban,0.1566,N
Male,Yes,1,Graduate,No,50426,5259,37.5,360.0,1.0,611,39,1,Semiurban,0.1871,Y
Female,Yes,1,Graduate,No,57974,19981,13.9,360.0,1.0,736,40,0,Urban,0.0495,Y
Female,No,1,Graduate,No,31451,0,7.7,180.0,1.0,760,28,2,Semiurban,0.136,Y
Female,No,2,Graduate,No,26206,0,35.3,300.0,1.0,762,35,2,Urban,0.449,Y
Female,No,2,Graduate,No,46315,0,44.4,300.0,0.0,726,40,0,Urban,0.3195,N
Female,No,1,Graduate,No,37045,0,12.3,360.0,1.0,760,49,0,Semiurban,0.0922,Y
Male,No,0,Not Graduate,No,92926,0,65.1,360.0,1.0,732,34,2,Urban,0.1946,Y
Male,Yes,1,Not Graduate,No,64253,15241,28.5,360.0,1.0,850,49,0,Urban,0.0996,Y
Male,No,2,Graduate,No,32196,0,26.1,360.0,1.0,518,30,0,Semiurban,0.2252,Y
Female,Yes,0,Graduate,Yes,54884,28753,14.7,360.0,0.0,788,42,1,Semiurban,0.0488,N
Male,Yes,3+,Not Graduate,No,83580,14753,37.0,240.0,,850,32,0,Urban,0.1568,Y
Female,Yes,0,Graduate,No,22095,21533,8.0,120.0,1.0,697,55,3,Semiurban,0.1528,Y
Male,Yes,0,Graduate,No,26599,55364,16.4,240.0,1.0,646,53,0,Urban,0.0834,Y
Male,Yes,2,Graduate,No,44109,12328,12.9,120.0,1.0,651,41,0,Urban,0.1905,Y
Female,No,0,Graduate,Yes,45153,0,9.2,240.0,1.0,684,32,0,Semiurban,0.0849,Y
Male,Yes,0,Graduate,No,43213,0,33.7,360.0,1.0,818,21,0,Urban,0.2166,Y
Male,Yes,0,Graduate,No,37972,0,24.6,240.0,1.0,488,42,0,Rural,0.2699,Y
Male,Yes,0,Not Graduate,No,37683,0,32.6,180.0,,850,40,2,Urban,0.4806,Y
Female,Yes,0,Graduate,No,53752,48652,17.0,360.0,1.0,710,47,0,Rural,0.0461,Y
Female,Yes,0,Graduate,No,78196,0,36.3,360.0,1.0,816,22,1,Rural,0.1289,Y
Male,Yes,0,Not Graduate,No,34875,39528,,360.0,1.0,599,40,1,Rural,0.0784,Y
Male,Yes,3+,Not Graduate,No,150121,30684,15.1,180.0,1.0,775,43,1,Semiurban,0.0464,Y
Male,Yes,3+,Not Graduate,Yes,118225,28444,13.7,360.0,1.0,745,28,2,Rural,0.0259,Y
Female,No,0,Not Graduate,Yes,86217,0,6.1,360.0,1.0,761,39,1,Rural,0.0197,Y
Female,No,1,Graduate,Yes,60551,0,40.4,240.0,0.0,528,30,0,Urban,0.278,Y
Male,Yes,0,Not Graduate,No,121054,20418,37.7,360.0,1.0,676,29,0,Semiurban,0.074,Y
Male,Yes,0,Not Graduate,Yes,38367,32268,116.3,,1.0,599,32,1,Urban,1.3721,N
Male,Yes,0,Graduate,No,29252,0,16.4,360.0,0.0,659,35,2,Semiurban,0.1557,Y
Female,No,3+,Graduate,Yes,34099,0,13.5,360.0,1.0,831,52,0,Semiurban,0.11,Y
Female,Yes,3+,Graduate,No,26864,42529,7.2,240.0,1.0,735,34,0,Urban,0.0432,Y
Male,Yes,0,Not Graduate,No,47141,2868,35.7,300.0,1.0,469,29,1,Rural,0.238,Y
Male,No,0,Graduate,Yes,51530,0,31.1,300.0,1.0,832,47,0,Urban,0.2012,Y
Male,Yes,,Graduate,No,49041,6002,51.0,360.0,1.0,721,49,3,Rural,0.2574,N
Female,Yes,0,Graduate,No,44081,26037,11.6,300.0,0.0,351,47,0,Urban,0.0551,N
Male,Yes,1,Graduate,Yes,47409,17845,30.9,120.0,1.0,557,53,0,Semiurban,0.3946,Y
Female,No,0,Graduate,No,105679,0,14.7,240.0,1.0,615,40,0,Urban,0.058,Y
Female,No,2,Graduate,No,60477,0,45.0,240.0,1.0,710,40,1,Urban,0.31,Y
Male,No,0,Not Graduate,No,70351,0,27.7,360.0,1.0,618,30,1,Semiurban,0.1094,Y
Male,Yes,3+,Graduate,Yes,48796,42489,7.9,360.0,1.0,630,53,2,Urban,0.024,Y
Male,Yes,1,Graduate,No,19776,17628,18.6,300.0,1.0,792,37,1,Semiurban,0.1658,Y
Female,No,0,Graduate,No,17909,0,6.2,120.0,1.0,817,35,0,Rural,0.2885,Y
Female,No,2,Graduate,Yes,125669,0,10.0,360.0,1.0,795,34,0,Urban,0.0221,Y
Female,Yes,2,Graduate,No,33999,68124,10.4,360.0,1.0,563,45,1,Rural,0.0283,Y
Male,No,0,Graduate,No,32586,0,13.7,240.0,1.0,795,39,0,Urban,0.1752,Y
Male,Yes,0,Graduate,No,50153,32756,17.2,300.0,1.0,667,40,0,Urban,0.0692,Y
Female,Yes,3+,Graduate,No,58408,151095,22.2,240.0,1.0,850,34,0,Urban,0.0442,Y
Female,No,0,Graduate,No,62220,0,21.5,300.0,1.0,733,36,0,Rural,0.1152,Y
Male,Yes,0,Graduate,No,107711,12987,19.8,360.0,1.0,819,36,0,Urban,0.0456,Y
Female,No,0,Graduate,No,93936,0,24.5,300.0,1.0,760,54,2,Rural,0.0869,Y
Female,Yes,2,Graduate,No,29571,0,9.5,300.0,1.0,749,21,1,Rural,0.1071,Y
Female,Yes,2,Graduate,No,71996,11394,21.0,360.0,1.0,677,43,3,Urban,0.07,Y
Female,No,3+,Not Graduate,No,36606,0,47.5,360.0,1.0,819,50,1,Semiurban,0.3604,Y
Female,No,0,Not Graduate,,41409,0,18.2,240.0,0.0,674,21,1,Rural,0.1831,N
Female,Yes,0,Graduate,No,25668,20235,27.0,300.0,1.0,680,37,0,Urban,0.1961,Y
Male,Yes,1,Graduate,No,19024,24870,25.6,360.0,1.0,670,49,1,Urban,0.162,Y
Male,Yes,2,Graduate,No,43661,0,33.7,300.0,0.0,526,30,1,Semiurban,0.2573,N
Female,Yes,0,Graduate,No,27502,0,23.9,360.0,1.0,784,41,0,Rural,0.2414,Y
Male,No,0,Not Graduate,No,70538,0,33.4,300.0,0.0,611,28,0,Rural,0.1578,Y
Male,No,0,Not Graduate,No,38540,0,27.2,180.0,1.0,736,38,0,Urban,0.3921,Y
Male,Yes,1,Not Graduate,No,51756,0,29.8,240.0,0.0,558,52,0,Urban,0.2399,N
Male,Yes,2,Not Graduate,No,87883,0,26.2,300.0,1.0,841,57,1,Rural,0.0994,Y
Female,Yes,1,Not Graduate,No,21107,20347,11.0,300.0,0.0,456,41,1,Urban,0.0884,N
Female,No,3+,Graduate,No,30875,0,9.9,360.0,1.0,780,24,1,Semiurban,0.0891,Y
Male,Yes,0,Graduate,No,48554,17646,16.2,360.0,1.0,798,35,1,Urban,0.068,Y
Male,Yes,3+,Not Graduate,No,51858,8925,51.0,360.0,0.0,561,21,1,Rural,0.2331,N
Male,Yes,2,Graduate,No,77014,64835,18.1,360.0,1.0,580,35,0,Rural,0.0354,Y
Female,Yes,0,Graduate,Yes,68431,49589,24.2,360.0,1.0,744,49,1,Urban,0.057,Y
Female,Yes,3+,Graduate,No,46559,0,6.2,360.0,1.0,818,23,1,Urban,0.037,Y
Male,Yes,0,Not Graduate,Yes,51622,15649,22.6,360.0,1.0,850,36,0,Semiurban,0.0933,Y
Female,No,2,Graduate,Yes,52341,0,21.1,300.0,1.0,769,29,1,Urban,0.1344,N
Female,No,2,Graduate,No,21272,0,4.0,180.0,0.0,535,58,1,Semiurban,0.1045,N
Female,No,2,Not Graduate,No,41020,0,23.9,360.0,1.0,772,42,1,Semiurban,0.1618,Y
Female,,1,Graduate,No,50223,38034,7.5,360.0,1.0,755,47,0,Urban,0.0236,Y
Male,Yes,0,Not Graduate,No,55786,24259,13.0,360.0,1.0,739,41,2,Urban,0.0451,Y
Female,Yes,0,Graduate,Yes,27940,20735,36.5,360.0,1.0,630,46,0,Rural,0.2083,Y
Male,Yes,0,Graduate,No,23520,24182,22.1,360.0,0.0,644,50,1,Semiurban,0.1287,Y
Female,No,2,Not Graduate,No,39448,0,15.3,300.0,1.0,752,38,0,Urban,0.1293,Y
Female,Yes,2,Graduate,Yes,118620,15527,14.6,360.0,1.0,850,32,1,Semiurban,0.0302,Y
Female,Yes,3+,Graduate,No,29448,0,15.6,360.0,1.0,718,28,0,Rural,0.1471,Y
Female,No,0,Graduate,No,79775,0,22.1,360.0,1.0,850,57,0,Semiurban,0.077,Y
Male,No,2,Graduate,No,97965,0,9.8,300.0,1.0,835,47,1,Urban,0.0333,Y
,Yes,3+,Graduate,No,45376,18762,,360.0,1.0,714,21,3,Urban,0.1706,Y
Female,Yes,2,Graduate,No,31574,10600,10.1,360.0,1.0,821,35,2,Rural,0.0665,Y
Female,Yes,0,Graduate,No,57320,22583,7.1,360.0,1.0,639,43,3,Rural,0.0247,Y
Male,Yes,0,Not Graduate,No,48898,90043,36.4,180.0,1.0,693,56,2,Semiurban,0.1455,Y
Male,Yes,0,Graduate,Yes,28867,0,15.5,,1.0,662,26,1,Urban,0.1491,Y
Male,Yes,1,Graduate,No,31908,40949,21.0,300.0,1.0,696,43,0,Semiurban,0.0961,Y
Female,No,1,Graduate,No,55647,0,29.7,360.0,1.0,530,34,0,Rural,0.1483,Y
Female,Yes,3+,Graduate,No,70737,0,13.0,360.0,0.0,752,25,0,Urban,0.051,Y
Male,Yes,0,Not Graduate,No,37745,13487,21.8,180.0,1.0,683,53,0,Urban,0.2364,Y
Male,Yes,0,Graduate,No,42849,32941,29.6,360.0,1.0,781,27,0,Semiurban,0.1085,Y
